Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
CHa_47_T0_B_TWS042_10_LPART5_1	(1, 39.131232468671556)	(2, 38.99578506298216)	(3, 39.109146491958036)	(4, 39.03927617933397)	(5, 39.07118242549937)	(6, 39.17224843497612)	(7, 39.02793868981429)	(8, 39.140156748813276)	(9, 39.11658561694637)	(10, 38.99826656878121)	(15, 39.37231446358017)	(20, 39.42321426700393)	(25, 39.33531469328404)	(30, 39.23576247113761)	(35, 39.337313990528585)	(40, 39.34933320124511)	(45, 39.341911806898466)	(50, 39.330135063151104)	(55, 39.28956286330841)	(60, 39.30350000698966)	(65, 39.159018366990765)	(70, 39.207672172791966)	(75, 39.199452825140625)	(80, 39.187590473837155)	(85, 39.22313694160363)	(90, 39.20100302835757)	(95, 39.132042920907246)	(100, 39.112743672962765)	(105, 39.07154840025446)	(110, 39.14335805280695)	(115, 39.02592168194484)	(120, 39.09271428124757)	(125, 39.00006410360967)	(130, 38.95504645036387)	(135, 38.936001009037625)	(140, 38.88891637249712)	(145, 38.789676962501076)	(150, 38.64039248098042)
CHa_47_T0_B_TWS042_10_LPART5_2	(1, 38.73106420166513)	(2, 38.60274113307253)	(3, 38.95539428145489)	(4, 39.067705087235616)	(5, 39.21007768134664)	(6, 39.23902524244593)	(7, 39.3111936171934)	(8, 39.249759746083654)	(9, 39.41435791988)	(10, 39.36857399285034)	(15, 39.380243832875024)	(20, 39.442963815339645)	(25, 39.37131193817953)	(30, 39.39814459693103)	(35, 39.39708911642362)	(40, 39.386509170550724)	(45, 39.332561240585804)	(50, 39.31849959814685)	(55, 39.268270142439675)	(60, 39.21235647914801)	(65, 39.21945882879437)	(70, 39.14218745098223)	(75, 39.11439060630146)	(80, 39.08637104529685)	(85, 39.111659931011815)	(90, 39.108419127137154)	(95, 39.03654470280911)	(100, 39.04480428673356)	(105, 38.909140435894145)	(110, 38.92166305265747)	(115, 38.87842991881972)	(120, 38.80311748949033)	(125, 38.768342544134)	(130, 38.68817880390917)	(135, 38.5857566350469)	(140, 38.541723682114636)	(145, 38.5029060723591)	(150, 38.32800945661664)
CHa_47_T0_B_TWS042_10_LPART6_1	(1, 39.320609932904944)	(2, 39.32337525386891)	(3, 39.505800184791255)	(4, 39.51517275839494)	(5, 39.58274540210439)	(6, 39.659009577097606)	(7, 39.632922578895624)	(8, 39.6326141044259)	(9, 39.72623620428569)	(10, 39.65780599531813)	(15, 39.71195471647799)	(20, 39.71933195043167)	(25, 39.70651654320043)	(30, 39.68878295387624)	(35, 39.692782800492935)	(40, 39.67326498915462)	(45, 39.680374931082966)	(50, 39.660288930134605)	(55, 39.63394497156121)	(60, 39.60900992174464)	(65, 39.60387102218518)	(70, 39.60600157634623)	(75, 39.57229613941753)	(80, 39.53390180736299)	(85, 39.52459190334768)	(90, 39.51810362040108)	(95, 39.51115880839926)	(100, 39.489846366091356)	(105, 39.44113718074842)	(110, 39.438616549812245)	(115, 39.40492279931993)	(120, 39.39056933418054)	(125, 39.3424746931385)	(130, 39.29613977755746)	(135, 39.18079682317878)	(140, 39.04401449795369)	(145, 39.00916396117859)	(150, 38.8529258008973)
CHa_47_T0_B_TWS042_10_LPART6_2	(1, 38.93734999913511)	(2, 39.072926586162914)	(3, 38.97248301353562)	(4, 39.340917727388884)	(5, 39.397581621303125)	(6, 39.44929509197677)	(7, 39.53917652379678)	(8, 39.41866092895478)	(9, 39.625561322280625)	(10, 39.50629646099715)	(15, 39.55704944092808)	(20, 39.545596249669)	(25, 39.59298694788673)	(30, 39.564010300615635)	(35, 39.533117092756356)	(40, 39.51612949025159)	(45, 39.52550173993788)	(50, 39.52701030183802)	(55, 39.511413621447154)	(60, 39.49696005032205)	(65, 39.47031835416395)	(70, 39.464593725309406)	(75, 39.42430339620477)	(80, 39.40400698697556)	(85, 39.37193727265751)	(90, 39.36685711662584)	(95, 39.342844533235194)	(100, 39.31058979869781)	(105, 39.28240525434548)	(110, 39.23692835338769)	(115, 39.20575901170864)	(120, 39.117392520099216)	(125, 39.05073019979222)	(130, 38.96431829282025)	(135, 38.90485421175292)	(140, 38.82310825981548)	(145, 38.692996587304336)	(150, 38.65844700401709)
CHa_47_T0_B_TWS042_10_LPART7_1	(1, 39.29912787004706)	(2, 39.30009069145788)	(3, 39.470126362491584)	(4, 39.49529922728875)	(5, 39.5802364087105)	(6, 39.649590509749636)	(7, 39.58016431367534)	(8, 39.628720091785254)	(9, 39.70995837767549)	(10, 39.60477360064442)	(15, 39.651266366919664)	(20, 39.6532425051051)	(25, 39.60267520400502)	(30, 39.616408591635874)	(35, 39.648534146362316)	(40, 39.610948259223086)	(45, 39.58116426171918)	(50, 39.61313877265326)	(55, 39.59514559047052)	(60, 39.56367421512828)	(65, 39.54402386239429)	(70, 39.53834541064463)	(75, 39.53742929400964)	(80, 39.484757484421564)	(85, 39.456433431831776)	(90, 39.47574323874248)	(95, 39.46988965982734)	(100, 39.46083562371565)	(105, 39.390726511180276)	(110, 39.381053754941334)	(115, 39.351252499241454)	(120, 39.33280350922812)	(125, 39.30065876143139)	(130, 39.22719670653612)	(135, 39.12104556469932)	(140, 38.97753432187086)	(145, 38.93721248685597)	(150, 38.792452332249006)
CHa_47_T0_B_TWS042_10_LPART7_2	(1, 38.89151367234198)	(2, 39.04072970740135)	(3, 38.94501764208828)	(4, 39.2886841733672)	(5, 39.35136995302733)	(6, 39.406351353065915)	(7, 39.49425430246633)	(8, 39.29517927273301)	(9, 39.55375172561912)	(10, 39.46328060622322)	(15, 39.49657360377877)	(20, 39.50019101446991)	(25, 39.54393308662593)	(30, 39.519963900807305)	(35, 39.467380841770115)	(40, 39.445444066167276)	(45, 39.47054507811964)	(50, 39.47689963263006)	(55, 39.41735446148784)	(60, 39.436066807463625)	(65, 39.40439111351459)	(70, 39.38694710251256)	(75, 39.346940542538256)	(80, 39.338334153943194)	(85, 39.312013827462245)	(90, 39.307049460570944)	(95, 39.283090874626474)	(100, 39.231483928630176)	(105, 39.20279844475715)	(110, 39.15149782217537)	(115, 39.1196320600056)	(120, 39.04102281864069)	(125, 38.94208124535443)	(130, 38.85063230081137)	(135, 38.814261407913335)	(140, 38.71417226200067)	(145, 38.59103675554768)	(150, 38.54798546765495)
CHa_47_T0_B_TWS042_10_LPART8_1	(1, 39.14842296932741)	(2, 39.249640731661174)	(3, 39.46481376172606)	(4, 39.46074341764332)	(5, 39.53202811582304)	(6, 39.61025266676448)	(7, 39.54578229283242)	(8, 39.52437936066884)	(9, 39.55527664519937)	(10, 39.56550671758547)	(15, 39.65737941183801)	(20, 39.638122983328245)	(25, 39.62540627742872)	(30, 39.61441506257704)	(35, 39.639950314992106)	(40, 39.62280000532431)	(45, 39.64709285350596)	(50, 39.632620460333314)	(55, 39.63853548156399)	(60, 39.594343185153505)	(65, 39.59131967120051)	(70, 39.57445013212923)	(75, 39.54623720454749)	(80, 39.52688006664889)	(85, 39.49658578655982)	(90, 39.38040492730904)	(95, 39.4686088329766)	(100, 39.42594419859735)	(105, 39.489551152039915)	(110, 39.4167080073655)	(115, 39.40881784832211)	(120, 39.29644877231869)	(125, 39.29220093114329)	(130, 39.02092541098711)	(135, 39.15969788842487)	(140, 39.05745520406189)	(145, 38.92315630042092)	(150, 38.96508874420996)
CHa_47_T0_B_TWS042_10_LPART8_2	(1, 38.586765222198856)	(2, 38.61147209200226)	(3, 39.02441878393753)	(4, 39.07458652419538)	(5, 39.25189575771315)	(6, 39.33557885707664)	(7, 39.272737337221585)	(8, 39.32571101118855)	(9, 39.42425047995143)	(10, 39.418808500237425)	(15, 39.480690090837925)	(20, 39.47391775020323)	(25, 39.475648558019)	(30, 39.45957258238548)	(35, 39.446647700511065)	(40, 39.45425073900246)	(45, 39.42823760341821)	(50, 39.40269527706225)	(55, 39.37899423417256)	(60, 39.36141359812798)	(65, 39.34311502495619)	(70, 39.3279483071392)	(75, 39.326663436635876)	(80, 39.308712218094875)	(85, 39.302399570495645)	(90, 39.262446133316416)	(95, 39.21200220770304)	(100, 39.155265529006535)	(105, 39.11818439086676)	(110, 39.081853369497914)	(115, 39.07215291507263)	(120, 39.002023086763884)	(125, 38.93156278927601)	(130, 38.97796229099305)	(135, 38.86058506091526)	(140, 38.80694807301287)	(145, 38.70388067875594)	(150, 38.74172057624262)
CHa_47_T0_B_TWS042_10_LPART9_1	(1, 39.26636003948726)	(2, 39.33670306015629)	(3, 39.45607476129162)	(4, 39.48068005417666)	(5, 39.592264566178486)	(6, 39.686527570429234)	(7, 39.64032716321399)	(8, 39.64054394289581)	(9, 39.715201285580825)	(10, 39.672203647496204)	(15, 39.71873720995692)	(20, 39.73437131738781)	(25, 39.72857283224313)	(30, 39.69338623027453)	(35, 39.678559505710666)	(40, 39.670461004882796)	(45, 39.652793237399244)	(50, 39.64543928711688)	(55, 39.63156473245387)	(60, 39.60409947423622)	(65, 39.60695487173298)	(70, 39.58326203228821)	(75, 39.57679005266769)	(80, 39.57519600123366)	(85, 39.560372399307745)	(90, 39.5459127224364)	(95, 39.527455699457285)	(100, 39.49505054486745)	(105, 39.49591769677219)	(110, 39.47073678169377)	(115, 39.443709615367496)	(120, 39.418029238015)	(125, 39.36824467035723)	(130, 39.32522227641038)	(135, 39.269588695253105)	(140, 39.1928428468298)	(145, 39.09634364114835)	(150, 39.01746642627722)
CHa_47_T0_B_TWS042_10_LPART9_2	(1, 38.79441271372351)	(2, 38.975489017843)	(3, 39.25872511205572)	(4, 39.31713817490349)	(5, 39.42868397124732)	(6, 39.519519511274744)	(7, 39.4973628806495)	(8, 39.54073462500684)	(9, 39.62673234535024)	(10, 39.54628664577653)	(15, 39.580950530508304)	(20, 39.59652476571655)	(25, 39.594279015265656)	(30, 39.57909282268863)	(35, 39.55515285379782)	(40, 39.547791572819236)	(45, 39.51960900366193)	(50, 39.51088606929538)	(55, 39.50715203836288)	(60, 39.48746614731264)	(65, 39.47118482834433)	(70, 39.45342162909992)	(75, 39.42300004025431)	(80, 39.41300494640889)	(85, 39.39049405145687)	(90, 39.36660105454093)	(95, 39.33988347255056)	(100, 39.30229181841612)	(105, 39.262205902193614)	(110, 39.235474054809615)	(115, 39.19307577388893)	(120, 39.14280435595668)	(125, 39.06701313682741)	(130, 39.02110874071535)	(135, 38.91264198350061)	(140, 38.847293265059804)	(145, 38.751426853940735)	(150, 38.68394793939453)
