Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
CHa_47_T0_B_TWS042_10_LPART30_2	(1, 0.1250412161839902)	(2, 0.10657817981017087)	(3, 0.00020660057077690857)	(4, 0.0006953872870052045)	(5, 0.0005643722909027747)	(6, 0.0011791349649218686)	(7, 0.0)	(8, 2.5195191558159585e-05)	(9, 0.0009423001642751684)	(10, 0.000520532657591577)	(15, 0.00020458495545225584)	(20, 0.0006893404410312462)	(25, 0.0006243368468111945)	(30, 0.0016729607194617966)	(35, 0.002381953409908407)	(40, 0.0019989864982243814)	(45, 0.0006419734809019063)	(50, 0.005378669493835908)	(55, 0.0009186166842104985)	(60, 0.008581986148540319)	(65, 0.0005260755997343721)	(70, 0.0008309374175881031)	(75, 0.00021466303207551965)	(80, 0.00025497533856857504)	(85, 0.0005855362518116288)	(90, 0.0005986377514218717)	(95, 0.0010199013542743001)	(100, 0.0014809733597886203)	(105, 0.0010178857389496472)	(110, 0.0014527547452434816)	(115, 0.003069278235615001)	(120, 0.00249130054127082)	(125, 0.001033002853884543)	(130, 0.0008747770508993008)	(135, 0.0009765656247942656)	(140, 0.0002811783377890609)	(145, 0.0009458274910933109)	(150, 0.00017384682175130114)
CHa_47_T0_B_TWS042_10_LPART31_1	(1, 0.00014201645055444802)	(2, 0.035114882366722035)	(3, 0.0003077023095346373)	(4, 0.01794141158671193)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.01668877389413631)	(15, 0.0002564185912788645)	(20, 0.008050754785875486)	(25, 0.0003055983621190159)	(30, 0.00017988750403563413)	(35, 0.00017567960920439123)	(40, 0.0015858503645246693)	(45, 0.0005777965590150412)	(50, 0.00022433339319063734)	(55, 0.00013833454257711046)	(60, 0.00034583635644277615)	(65, 0.00033899852734200646)	(70, 0.00016700082611495275)	(75, 0.025919317193321523)	(80, 0.00042105247655124307)	(85, 7.889802808580445e-05)	(90, 0.0005041583994682904)	(95, 0.016888385905193395)	(100, 0.043627716603753385)	(105, 0.04245371394583661)	(110, 0.00040685083149579826)	(115, 0.0002927116841983345)	(120, 0.0008137016629915965)	(125, 0.01737360877792109)	(130, 0.0003655608634642273)	(135, 0.03592332416117457)	(140, 0.0006874648180543093)	(145, 0.0012794630221247955)	(150, 0.00012360691066776029)
CHa_47_T0_B_TWS042_10_LPART31_2	(1, 0.026011364892754962)	(2, 0.014707907402328711)	(3, 2.629934269526815e-06)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0003263748428482777)	(15, 0.009021989511611738)	(20, 0.017446457957186984)	(25, 0.0005822674472732368)	(30, 0.0003973830681255018)	(35, 0.00025484063071714837)	(40, 0.00016910477353057417)	(45, 0.00011624309471308523)	(50, 0.0005096812614342967)	(55, 0.00013175970690329343)	(60, 0.0002998125067260569)	(65, 0.0007177090621538677)	(70, 0.0)	(75, 0.000827377321193136)	(80, 0.0007106082396261454)	(85, 6.417039617645429e-05)	(90, 0.0005925241909243914)	(95, 0.0006916727128855523)	(100, 0.0006398630077758741)	(105, 0.0004039579037993188)	(110, 1.3412664774586756e-05)	(115, 0.0004402509967187888)	(120, 0.0001946151359449843)	(125, 0.00014254243740835336)	(130, 0.00016542286555323667)	(135, 0.00017988750403563413)	(140, 1.4990625336302846e-05)	(145, 4.444588915500317e-05)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART32_1	(1, 3.935824182640505e-06)	(2, 0.17793073964881193)	(3, 0.004284217508437201)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 9.037818493470789e-07)	(20, 0.000452269929965201)	(25, 0.00048533085309938125)	(30, 1.166170128189779e-07)	(35, 1.1486775762669323e-05)	(40, 0.0001813686091867154)	(45, 1.9241807115131353e-06)	(50, 0.0003230874340149783)	(55, 0.0002517761306761733)	(60, 0.00021504177163819525)	(65, 0.0005253887970027002)	(70, 1.1370158749850346e-06)	(75, 3.836699721744373e-05)	(80, 6.938712262729185e-06)	(85, 1.7492551922846685e-07)	(90, 0.00010833720490883047)	(95, 0.0)	(100, 0.00022075600526632515)	(105, 0.0008477765289407646)	(110, 8.443071728094e-05)	(115, 0.0001348384210719432)	(120, 2.676360444195543e-05)	(125, 8.396424922966409e-06)	(130, 0.0005386539822108589)	(135, 0.0002407558229647799)	(140, 0.00023165969596489964)	(145, 0.00048066617258662217)	(150, 7.580105833233564e-06)
CHa_47_T0_B_TWS042_10_LPART32_2	(1, 0.0025958947053504483)	(2, 0.04430367779752585)	(3, 0.0)	(4, 0.0)	(5, 5.830850640948895e-07)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00019641220384036354)	(15, 1.7026083871570777e-05)	(20, 0.0003745446909213523)	(25, 0.001389695787510555)	(30, 7.145707460482871e-05)	(35, 0.00035422417643764535)	(40, 0.000700197699218348)	(45, 0.00029425387759548604)	(50, 0.0003585390059119476)	(55, 0.0006460582510171376)	(60, 0.0001892985660584059)	(65, 0.0005297036264770024)	(70, 9.454724314298634e-05)	(75, 0.00015078579757493843)	(80, 3.2944306121361256e-06)	(85, 0.0004800830875225273)	(90, 0.0008896711907959825)	(95, 0.0005179544624354903)	(100, 0.0009256183849974323)	(105, 0.0006214520613123332)	(110, 0.0004835815979070966)	(115, 0.0016984393289487991)	(120, 0.0)	(125, 0.0016490520240199616)	(130, 0.00037932598844693033)	(135, 2.2973551525338645e-05)	(140, 0.0004173722888791219)	(145, 0.0006338717731775545)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART33_1	(1, 0.0)	(2, 0.07295434669298821)	(3, 0.02475406093439711)	(4, 0.04019647898222248)	(5, 0.08292773149270292)	(6, 0.0)	(7, 0.16587189308729283)	(8, 0.041178060212098536)	(9, 0.0)	(10, 0.016739050393313165)	(15, 0.016610739121433942)	(20, 0.024901118170143562)	(25, 0.04940631782795931)	(30, 0.0003945728087446948)	(35, 0.0011625627140900954)	(40, 0.0015955037226698947)	(45, 0.0013370347484136737)	(50, 0.01758715660500267)	(55, 0.0005249495791468521)	(60, 0.0005911081227450663)	(65, 0.0012651804361613085)	(70, 0.0005998395483192867)	(75, 0.000833397358571639)	(80, 0.000630383890112975)	(85, 0.0006954470935853909)	(90, 0.0022820316180880715)	(95, 0.018304228842214533)	(100, 0.0012934089159747377)	(105, 0.0003776419799430705)	(110, 0.009155822929818898)	(115, 0.0004996628699569953)	(120, 0.0006141415608189952)	(125, 0.0017837144517141995)	(130, 0.0008899169090628285)	(135, 8.384046277181452e-05)	(140, 0.0004962829632831037)	(145, 0.0005798417671654272)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART33_2	(1, 0.034143316492739696)	(2, 0.034189320778023224)	(3, 0.00044017025341006765)	(4, 5.7114163702337245e-05)	(5, 0.0)	(6, 0.0053158421076597295)	(7, 0.0004954066911824651)	(8, 0.0)	(9, 1.5647716082832125e-07)	(10, 0.00023531035445362947)	(15, 0.0004660828712432377)	(20, 0.00018038687100288873)	(25, 0.00037685959413892887)	(30, 0.0018514690623528626)	(35, 0.0016652299455349948)	(40, 0.001703598145370099)	(45, 0.001674994120370682)	(50, 0.00034728541074237617)	(55, 0.0018719988658535385)	(60, 0.001356844756974539)	(65, 0.0012578260096023776)	(70, 0.009531618479264195)	(75, 0.001824398513529563)	(80, 0.00028622802258716524)	(85, 0.0013860433951851038)	(90, 0.0012289403257134694)	(95, 0.0004696505505101234)	(100, 0.0015885248412969518)	(105, 0.0011575867403757548)	(110, 0.0019116188829752692)	(115, 0.0014376182673941184)	(120, 0.0006353598638273155)	(125, 0.00028212832097346323)	(130, 0.00013275522324674775)	(135, 6.20588419845122e-05)	(140, 2.7227025984127897e-05)	(145, 0.0007383218356523509)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART34_1	(1, 9.038160688817469e-06)	(2, 0.025809779837986015)	(3, 0.005445054484656614)	(4, 0.021120432208342782)	(5, 8.746607118210453e-07)	(6, 0.0)	(7, 0.001100614729041482)	(8, 0.004231608523790217)	(9, 0.0)	(10, 0.0006140118196983739)	(15, 0.0002135338351125779)	(20, 0.0022460120865282016)	(25, 0.00033447025620036774)	(30, 0.028327111677321104)	(35, 0.043487197620316435)	(40, 0.0016136907025957074)	(45, 0.00037330519180522214)	(50, 0.001583602374109063)	(55, 0.002522579803606016)	(60, 0.0034211479082168366)	(65, 0.0029884824094360265)	(70, 0.019288484502790665)	(75, 0.0010602054041553496)	(80, 0.0011279041432502987)	(85, 0.01845341676585805)	(90, 0.003124462994767138)	(95, 0.0018609864411845774)	(100, 0.0008705206511184257)	(105, 0.0004678268593960165)	(110, 0.00045015871301723134)	(115, 0.00029627673845084875)	(120, 0.0007600801585724885)	(125, 0.0014214402781374416)	(130, 0.0028480118991175665)	(135, 0.00039639623459729773)	(140, 0.011183703414914493)	(145, 0.0004073586488521215)	(150, 0.00040788344527921416)
CHa_47_T0_B_TWS042_10_LPART34_2	(1, 0.07261637317037743)	(2, 0.04101429854514185)	(3, 0.004100992524158274)	(4, 0.0006192597839693001)	(5, 0.0)	(6, 0.00175719337004848)	(7, 0.002202687225935999)	(8, 0.00015219096385686188)	(9, 0.001331233603391631)	(10, 0.000733257230076643)	(15, 0.0005025217342982512)	(20, 0.02577438523451432)	(25, 0.0016542749596242037)	(30, 0.0014240642602729046)	(35, 0.005148369571206916)	(40, 0.0006541879017280205)	(45, 0.0033857533047451454)	(50, 0.0015018507529108562)	(55, 0.0023701555968926686)	(60, 0.008943114224799582)	(65, 0.00041569708097148215)	(70, 0.0005721447269592064)	(75, 0.0025947101569741915)	(80, 0.00044368622374975564)	(85, 0.0005836319376411229)	(90, 0.00015691413170069554)	(95, 0.0015582955241803746)	(100, 0.001159508550304099)	(105, 0.008407238762023888)	(110, 0.012512429657598903)	(115, 0.006454529567526343)	(120, 0.0024799546715832707)	(125, 0.0015559047849013968)	(130, 0.0033153139620864906)	(135, 0.0025432217964049928)	(140, 0.0005122596235565256)	(145, 0.0010448113756272993)	(150, 0.004842413254211914)
CHa_47_T0_B_TWS042_10_LPART35_1	(1, 6.605045800425928e-05)	(2, 0.028067406632543555)	(3, 0.005764849363018036)	(4, 0.012949062498258604)	(5, 6.345458847570761e-06)	(6, 0.0)	(7, 0.0008347162684031719)	(8, 0.16747021519493036)	(9, 1.7305796857011166e-06)	(10, 0.016974506219178447)	(15, 0.024911694575667574)	(20, 0.0011829089011662366)	(25, 0.016904475427897074)	(30, 0.042841942269269226)	(35, 0.0010858233807984037)	(40, 0.0010195998648255744)	(45, 0.0010775165983070384)	(50, 0.0014118645935844941)	(55, 0.0028020969410977245)	(60, 0.000727016525963039)	(65, 0.00224750383782004)	(70, 0.0017609802021799328)	(75, 0.0018679300267562616)	(80, 0.0016105351415029823)	(85, 0.03444407360044646)	(90, 0.0020048188798952203)	(95, 0.0016666059233196987)	(100, 0.0008858260551208781)	(105, 0.0009442619625080525)	(110, 0.0009612216434279235)	(115, 0.009416141755889298)	(120, 0.0017185233138907322)	(125, 0.00031110054149953735)	(130, 0.0012910701315225561)	(135, 0.009424275480412093)	(140, 0.0004501814622403838)	(145, 0.0008018352543748506)	(150, 0.00015402159202739936)
CHa_47_T0_B_TWS042_10_LPART35_2	(1, 0.052697305149389466)	(2, 0.029969890567024315)	(3, 0.0064573696672461)	(4, 1.0960338009440404e-05)	(5, 5.768598952337054e-07)	(6, 5.768598952337054e-07)	(7, 0.0006354111745999266)	(8, 0.0006080103295763256)	(9, 0.0)	(10, 0.000845965036360229)	(15, 0.000441816993759495)	(20, 0.0022893261802244837)	(25, 0.0002569910833266158)	(30, 0.0020887519946517245)	(35, 0.021099515958015628)	(40, 0.018030621315372315)	(45, 0.009611351144436384)	(50, 0.0018216081771689951)	(55, 0.0016157268805600856)	(60, 0.00022076428190593908)	(65, 0.00941994903119784)	(70, 0.0004439513753718597)	(75, 9.806618218972994e-07)	(80, 0.0012609580449913567)	(85, 0.008818284160469087)	(90, 0.0006887707149090443)	(95, 0.0009222836004996484)	(100, 0.0016549533534359776)	(105, 0.07503874277585373)	(110, 0.005149974400688429)	(115, 0.021630861607515397)	(120, 0.0027585440190075797)	(125, 0.01871956508824993)	(130, 0.003773759748629378)	(135, 0.0008929791178217761)	(140, 0.00013608124928563112)	(145, 0.0005264423403902797)	(150, 3.2881014028321215e-05)
CHa_47_T0_B_TWS042_10_LPART36_1	(1, 0.0004143040514360335)	(2, 0.08093357502306396)	(3, 0.01314848529408188)	(4, 0.009157680170334501)	(5, 0.00037808557359194527)	(6, 0.0)	(7, 0.0)	(8, 0.003285280953711319)	(9, 0.001036496276513744)	(10, 0.0008942136058286755)	(15, 0.0008433899531791665)	(20, 0.0015281841976849514)	(25, 0.0005376824434415047)	(30, 0.0020721680673529887)	(35, 0.002035066212000508)	(40, 0.0005381535781126474)	(45, 4.399219991794129e-05)	(50, 0.04554081958198706)	(55, 0.0356792642129655)	(60, 0.0006925679665796381)	(65, 0.0016926101979137225)	(70, 0.0017451417137461236)	(75, 0.00910662095034942)	(80, 0.0023724575283725104)	(85, 0.0014579262398508096)	(90, 0.0030081948752455705)	(95, 0.002014512961971912)	(100, 0.002666151103996035)	(105, 0.002719153754499579)	(110, 0.04675204792966082)	(115, 0.0006432166097774496)	(120, 0.002201317859079957)	(125, 0.0014531560013054906)	(130, 0.0014240634353624344)	(135, 0.0017356601284893788)	(140, 0.002094782531567834)	(145, 0.0033579534767350667)	(150, 0.0032101938654979655)
CHa_47_T0_B_TWS042_10_LPART36_2	(1, 0.08039765933463924)	(2, 0.022438966549844702)	(3, 0.001742314905719268)	(4, 0.0017561544866840824)	(5, 0.0017384869365162344)	(6, 0.0005373879842720407)	(7, 0.0020370685343528644)	(8, 2.3556733557130545e-06)	(9, 0.004090921241365184)	(10, 0.0003365668306975027)	(15, 0.00010052836045505462)	(20, 0.000911704480494845)	(25, 0.0004144218351038191)	(30, 0.0015288908996916653)	(35, 0.005486834380126847)	(40, 0.00413355892910359)	(45, 0.002502196238438407)	(50, 0.0015643437836951467)	(55, 0.0009516331438741814)	(60, 0.0025205115987790754)	(65, 0.001202747923593193)	(70, 2.025879085913227e-05)	(75, 0.000753285447323142)	(80, 9.805490343155589e-05)	(85, 0.002022286684045765)	(90, 0.0007680084057963487)	(95, 0.0009770744161158823)	(100, 0.0014013900793136962)	(105, 0.009694597019935398)	(110, 0.004867763422245456)	(115, 0.005426116899383343)	(120, 0.001928530884488385)	(125, 0.001371944162367283)	(130, 0.0039636559883227855)	(135, 7.496930454556797e-05)	(140, 0.0004379785686609497)	(145, 0.0019303565313390626)	(150, 0.000343928309934106)
CHa_47_T0_B_TWS042_10_LPART37_1	(1, 0.00015271033924887955)	(2, 0.017061417674410894)	(3, 0.0)	(4, 0.027067617675523552)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.12359060390061409)	(10, 0.04952740383365041)	(15, 8.814672746517605e-06)	(20, 0.041143954156495334)	(25, 0.049176827287749435)	(30, 0.05913214961634272)	(35, 0.0)	(40, 0.059883871093901)	(45, 0.0)	(50, 0.017134718637250357)	(55, 0.008180557560603648)	(60, 0.008440435763244401)	(65, 0.05875048975075666)	(70, 0.02571819952839877)	(75, 0.02583642439356917)	(80, 2.628937485803496e-06)	(85, 6.95121999922748e-05)	(90, 0.05111822029932456)	(95, 2.5516157950445697e-06)	(100, 7.809490766651562e-06)	(105, 0.025623635100600603)	(110, 0.0510072636730855)	(115, 1.6237555059374534e-06)	(120, 0.05115386559876443)	(125, 0.03381602287989037)	(130, 0.024752296967438265)	(135, 0.03364158514553823)	(140, 3.742369832732036e-05)	(145, 3.2861718572543694e-05)	(150, 3.866084537946318e-07)
CHa_47_T0_B_TWS042_10_LPART37_2	(1, 0.05219562073835944)	(2, 0.013005121777197618)	(3, 0.08396942312192504)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.2101916707675192)	(9, 0.0)	(10, 7.732169075892635e-08)	(15, 0.0)	(20, 0.033862338572654964)	(25, 2.3196507227677902e-06)	(30, 0.016163326236245962)	(35, 0.03407273089321)	(40, 0.04166587556911809)	(45, 0.0)	(50, 0.023985033830037437)	(55, 0.008566160832418415)	(60, 0.04981055586520959)	(65, 6.340378642231961e-06)	(70, 0.03407945788030603)	(75, 0.0)	(80, 0.008548144878471586)	(85, 4.886730855964145e-05)	(90, 0.016807957172103136)	(95, 7.902276795562272e-05)	(100, 0.05980013170280909)	(105, 0.00030851354612811615)	(110, 0.03282328969223651)	(115, 0.0003263748566934281)	(120, 8.250224403977441e-05)	(125, 8.652297195923858e-05)	(130, 0.0002686928753872691)	(135, 5.5053043820355564e-05)	(140, 6.974416506455156e-05)	(145, 5.876448497678403e-05)	(150, 6.301717796852498e-05)
CHa_47_T0_B_TWS042_10_LPART38_1	(1, 5.474158059166712e-05)	(2, 0.12489060309535652)	(3, 0.0)	(4, 0.011180389579715)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.0840327093896973e-07)	(15, 0.0)	(20, 0.0)	(25, 8.481089950821667e-07)	(30, 4.8573515172887735e-06)	(35, 0.00025975265494834727)	(40, 0.0)	(45, 0.0)	(50, 1.6962179901643335e-06)	(55, 0.0005744010921238311)	(60, 0.0)	(65, 0.0002563602189680186)	(70, 3.153423445350965e-05)	(75, 9.252098128169092e-07)	(80, 0.00012783315580420295)	(85, 4.6029188187641234e-05)	(90, 0.00021989153217948543)	(95, 1.395524800998838e-05)	(100, 0.00015612915591285342)	(105, 0.0003105620938355425)	(110, 0.00014926718313446136)	(115, 9.946005487781774e-06)	(120, 0.0)	(125, 0.0)	(130, 3.855040886737122e-06)	(135, 0.0)	(140, 0.000252350976445812)	(145, 0.00033901229557966244)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART38_2	(1, 0.038656422491756486)	(2, 0.06381519032678029)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 5.551258876901455e-06)	(25, 7.710081773474243e-08)	(30, 0.0)	(35, 0.0)	(40, 1.202772756661982e-05)	(45, 0.0)	(50, 4.117183667035246e-05)	(55, 7.6329809557395e-06)	(60, 6.399367871983621e-06)	(65, 0.0)	(70, 0.00016036970088826425)	(75, 1.927520443368561e-06)	(80, 9.252098128169092e-06)	(85, 3.801070314322802e-05)	(90, 9.17499731043435e-06)	(95, 0.00020416296536159798)	(100, 0.00018866570099691473)	(105, 0.00025011505273150447)	(110, 0.00011434051270062304)	(115, 9.059346083832236e-05)	(120, 5.1734648700012174e-05)	(125, 0.0002440240881304598)	(130, 6.993044168541139e-05)	(135, 6.090964601044652e-06)	(140, 9.506530826693742e-05)	(145, 0.0002626824860222675)	(150, 2.274474123174902e-05)
CHa_47_T0_B_TWS042_10_LPART39_1	(1, 0.0005232288005383534)	(2, 0.030854677577232092)	(3, 0.017481145534851878)	(4, 0.019329605032494826)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 9.100793958256539e-05)	(25, 2.629514414971282e-06)	(30, 7.469603660155709e-05)	(35, 5.793845321123164e-07)	(40, 8.173778706876832e-05)	(45, 5.499696250973835e-05)	(50, 1.2657323624607526e-05)	(55, 3.0395403915430748e-05)	(60, 1.7960920495481807e-05)	(65, 0.0002026508821165156)	(70, 4.635076256898531e-06)	(75, 0.0006149498287758262)	(80, 0.00034749701514459467)	(85, 2.7944161664186336e-05)	(90, 0.00019823864606427564)	(95, 9.114164370536054e-05)	(100, 0.00019413838629855768)	(105, 4.857916461557114e-05)	(110, 1.960993800995532e-06)	(115, 0.00038841047671991057)	(120, 0.0009655666067856411)	(125, 0.00012768743726936817)	(130, 4.242877496699425e-05)	(135, 0.0003388953832447734)	(140, 4.4568040931716646e-07)	(145, 0.0003718757335342437)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART39_2	(1, 0.031110275291975485)	(2, 0.005341256865461581)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00025947513430445434)	(15, 0.0005229168242518314)	(20, 0.000514805440802259)	(25, 0.0)	(30, 5.972117484850031e-06)	(35, 5.125324707147414e-06)	(40, 0.0008507593333455391)	(45, 0.00019378184197110397)	(50, 0.00038488960148630496)	(55, 8.343137262417356e-05)	(60, 0.00037802612318282055)	(65, 7.309158712801529e-06)	(70, 3.690233789146138e-05)	(75, 0.00034896776049534134)	(80, 0.00013619993308732606)	(85, 0.0006086211669635225)	(90, 6.765428613434587e-05)	(95, 0.0007296233980931332)	(100, 6.952614385347797e-05)	(105, 0.00021116337793447345)	(110, 4.2250502803267375e-05)	(115, 0.00019953111925129544)	(120, 0.0001400773526483854)	(125, 0.00027645555789943834)	(130, 0.000148322440220753)	(135, 4.260704713072111e-05)	(140, 8.583804683448625e-05)	(145, 2.9860587424250154e-06)	(150, 0.00015465110203305676)
CHa_47_T0_B_TWS042_10_LPART3_1	(1, 4.133678008743487e-05)	(2, 0.13933159574462925)	(3, 0.0067204722138844535)	(4, 0.12217649038206205)	(5, 0.0007771997909001184)	(6, 0.0036448107996102704)	(7, 0.0)	(8, 0.03923441194976484)	(9, 0.0)	(10, 0.01709491081172912)	(15, 0.00016117927971282455)	(20, 0.016426689804695874)	(25, 0.0012906640923167683)	(30, 0.044076007939476775)	(35, 0.026231774041435427)	(40, 0.044309543665656696)	(45, 0.0004950848074604183)	(50, 0.044632243851364065)	(55, 0.003413119855351606)	(60, 0.0002851212947187863)	(65, 0.000517427166284536)	(70, 0.0010556252104973038)	(75, 0.0004965196378436185)	(80, 0.018706703608857365)	(85, 0.03373914823262069)	(90, 0.0022522054248299435)	(95, 0.027101212928398417)	(100, 0.0007157070601915376)	(105, 0.0007137256277575945)	(110, 0.0008382142448142994)	(115, 0.0016823044616740852)	(120, 0.018099838682020017)	(125, 0.0015334237281029767)	(130, 0.0010922475478970808)	(135, 0.0021273751814915244)	(140, 0.009699863341971536)	(145, 0.0029053948754677573)	(150, 0.0)
CHa_47_T0_B_TWS042_10_LPART3_2	(1, 0.02488918275429808)	(2, 0.089079736209577)	(3, 0.0008848120696401348)	(4, 0.013267739902939737)	(5, 0.00245560971296266)	(6, 0.0)	(7, 0.001611109544564817)	(8, 2.049757690286027e-06)	(9, 0.005172221905155074)	(10, 0.021214035540871576)	(15, 0.0002394800234817508)	(20, 0.0353014735441567)	(25, 0.001225276821996644)	(30, 0.0005728389491786016)	(35, 0.0008265306259796689)	(40, 0.004082912343280737)	(45, 0.00021700101414494737)	(50, 0.0004743139295321866)	(55, 0.0024498703914298593)	(60, 0.0005032155129652196)	(65, 0.027075659282526185)	(70, 0.01975132845308347)	(75, 0.0009459631740670013)	(80, 0.0005343718298575672)	(85, 0.00928389918135616)	(90, 0.0027686760375256795)	(95, 0.0005054019211681914)	(100, 0.0001309795164092771)	(105, 0.0009421369597118008)	(110, 0.002333239178852584)	(115, 0.0008102692149700663)	(120, 0.004039320829733987)	(125, 0.018907238236223683)	(130, 0.0028568156182079783)	(135, 0.0016309921941605916)	(140, 3.395765240240518e-05)	(145, 0.0023905640689242504)	(150, 0.00047930167324521593)
CHa_47_T0_B_TWS042_10_LPART40_1	(1, 0.04242235273747801)	(2, 0.03851453243924647)	(3, 0.022169161115870518)	(4, 0.01175851403068248)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 1.5579171550154966e-05)	(9, 0.0)	(10, 0.024999278791799792)	(15, 0.03287965353211783)	(20, 3.5402324315696976e-05)	(25, 0.0006046061593490313)	(30, 0.0012197685504553228)	(35, 0.002214525514573321)	(40, 0.0011291407490583868)	(45, 0.0013730085050995195)	(50, 0.0008218818811924857)	(55, 0.0009692124949038649)	(60, 0.0013950610910351698)	(65, 0.0007517218879355809)	(70, 0.002481681446017875)	(75, 0.009844397920621114)	(80, 0.004382447817699196)	(85, 0.003960682038939656)	(90, 0.0023413883201446693)	(95, 0.0013400773597193644)	(100, 0.003281537601915314)	(105, 0.004510089581848052)	(110, 0.038624983393408946)	(115, 0.001558642392311797)	(120, 0.0016221409466989805)	(125, 0.0007238136823483204)	(130, 0.0011075179333723958)	(135, 0.00025987669784094706)	(140, 9.965297663978436e-05)	(145, 0.005238496433739607)	(150, 3.3172891145588596e-05)
CHa_47_T0_B_TWS042_10_LPART40_2	(1, 0.08034702550906689)	(2, 0.042424098679117256)	(3, 0.012894853431422664)	(4, 0.004079191185283248)	(5, 0.0005758921345436595)	(6, 0.00891706116441844)	(7, 0.0020447662659578395)	(8, 0.0036867572260629654)	(9, 0.006608523407732115)	(10, 0.02249253636809865)	(15, 0.003981472174766932)	(20, 0.0029787913216708373)	(25, 0.003398381388541476)	(30, 0.002679483203423636)	(35, 0.005200998979456821)	(40, 0.004020097775955074)	(45, 0.032367850886054636)	(50, 0.008126633093372904)	(55, 0.005020737220365287)	(60, 0.006693967105492533)	(65, 0.005585240443292971)	(70, 0.0067696335300732)	(75, 0.014059879996327612)	(80, 0.006098010072417899)	(85, 0.023866753602025337)	(90, 0.008845370114647123)	(95, 0.005931662125159089)	(100, 0.03251211938673719)	(105, 0.03286823775986125)	(110, 0.005290391191385986)	(115, 0.007084493959229953)	(120, 0.006422110561942329)	(125, 0.005024148521721958)	(130, 0.004492469001612015)	(135, 0.004131838040866531)	(140, 0.005932978296548671)	(145, 0.002962567494746193)	(150, 0.007105445258900851)
CHa_47_T0_B_TWS042_10_LPART41_1	(1, 0.043452830557765325)	(2, 0.07698261674777569)	(3, 0.05753219305496653)	(4, 0.004101556325762625)	(5, 9.895296429695419e-05)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 4.2576201255366044e-06)	(15, 0.0003084572373707726)	(20, 5.3499199094673755e-05)	(25, 0.0002905752328435189)	(30, 0.0011478250229472512)	(35, 0.0021824560763500636)	(40, 0.0018393212571292305)	(45, 0.00190165868834657)	(50, 0.0009411983138203471)	(55, 0.0008544603148490702)	(60, 0.0010136659446467217)	(65, 0.000836842576398574)	(70, 0.001974361222352285)	(75, 0.0022793830007252105)	(80, 0.003334098275961589)	(85, 0.005324873357970252)	(90, 0.001626998145903333)	(95, 0.0016391837483315929)	(100, 0.002989465948972464)	(105, 0.004170206779924726)	(110, 0.003736076341607079)	(115, 0.0010800848186050928)	(120, 0.0011534333363539926)	(125, 0.0009700914048791611)	(130, 0.0007136064959373525)	(135, 0.0001654892898449952)	(140, 0.00014188152032133016)	(145, 0.006591089583304839)	(150, 0.00012596682992104853)
