GENE	SAMPLE	Observed_synonymous	Estimated_synonymous
TP53	P19_0001_BTR_01	0.0	0.1503438598626347
TP53	P19_0002_BDO_01	1.0	1.0487897160198656
TP53	P19_0002_BTR_01	0.0	1.391382657496251
TP53	P19_0003_BDO_01	0.0	0.6583074972144295
TP53	P19_0004_BDO_01	1.0	0.7680989844035087
TP53	P19_0004_BTR_01	1.0	0.8629184547030293
TP53	P19_0005_BDO_01	0.0	0.4928222917875194
TP53	P19_0005_BTR_01	0.0	0.4495239200220804
TP53	P19_0006_BDO_01	0.0	0.2399870222927901
TP53	P19_0007_BDO_01	0.0	0.1956960326916142
TP53	P19_0007_BTR_01	0.0	0.2876519731954526
TP53	P19_0008_BDO_01	0.0	1.0868311820704948
TP53	P19_0008_BTR_01	2.0	2.386476056030598
TP53	P19_0009_BDO_01	0.0	0.4435490002563408
TP53	P19_0009_BTR_01	2.0	1.165898623934079
TP53	P19_0011_BDO_01	0.0	0.4342039067171817
TP53	P19_0011_BTR_01	1.0	0.5006183370787225
TP53	P19_0012_BDO_01	0.0	0.8185932419970832
TP53	P19_0012_BTR_01	3.0	1.6383500553051804
TP53	P19_0013_BDO_01	1.0	0.3503308854407597
TP53	P19_0013_BTR_01	0.0	0.190150974612664
TP53	P19_0014_BDO_01	1.0	0.7232143917297664
TP53	P19_0014_BTR_01	2.0	0.61819085097294
TP53	P19_0015_BDO_01	0.0	0.5226815509568015
TP53	P19_0015_BTR_01	0.0	0.5921816254852134
TP53	P19_0016_BDO_01	0.0	0.3969411535955994
TP53	P19_0016_BTR_01	1.0	0.4328285782806182
TP53	P19_0018_BDO_01	0.0	0.5714383584245543
TP53	P19_0018_BTR_01	1.0	0.5589828126697131
TP53	P19_0019_BDO_01	0.0	0.3715399833061756
TP53	P19_0019_BTR_01	0.0	0.4017210514894137
TP53	P19_0020_BDO_01	1.0	0.4150593595453125
TP53	P19_0020_BTR_01	1.0	0.3283724994031481
TP53	P19_0023_BDO_01	3.0	0.9462153435591916
TP53	P19_0023_BTR_01	0.0	1.1909385845224614
TP53	P19_0024_BDO_01	1.0	0.5074980972664799
TP53	P19_0024_BTR_01	0.0	0.3568138932083579
TP53	P19_0025_BDO_01	0.0	0.1575368189384063
TP53	P19_0025_BTR_01	1.0	0.3735975476685649
TP53	P19_0026_BDO_01	0.0	0.5917458071214136
TP53	P19_0026_BTR_01	0.0	0.3955901382651295
TP53	P19_0027_BTR_01	0.0	0.4258418415232283
TP53	P19_0028_BDO_01	1.0	0.8881345703672134
TP53	P19_0028_BTR_01	2.0	0.6893131801495745
TP53	P19_0029_BDO_01	0.0	0.3279225742854086
TP53	P19_0029_BTR_01	1.0	0.5527250778105565
TP53	P19_0030_BTR_01	0.0	0.2054721616041575
TP53	P19_0031_BTR_01	0.0	0.323922826784809
TP53	P19_0033_BDO_01	0.0	0.1935389280527413
TP53	P19_0033_BTR_01	0.0	0.0960311299279795
TP53	P19_0034_BDO_01	0.0	0.4189149261439641
TP53	P19_0034_BTR_01	1.0	0.4890848226078406
TP53	P19_0035_BDO_01	0.0	1.0506415356458716
TP53	P19_0036_BTR_01	0.0	0.0501633014346622
TP53	P19_0038_BDO_01	2.0	1.037779376673691
TP53	P19_0039_BTR_01	1.0	0.743205064395473
TP53	P19_0040_BDO_01	1.0	0.5071305820763896
TP53	P19_0040_BTR_01	0.0	0.2604891057030314
TP53	P19_0041_BDO_01	2.0	0.2695017536358706
TP53	P19_0041_BTR_01	0.0	0.3316465079297168
TP53	P19_0042_BDO_01	1.0	0.6522585797539262
TP53	P19_0042_BTR_01	0.0	0.5020172900497013
TP53	P19_0043_BTR_01	1.0	0.3998702917743753
TP53	P19_0045_BDO_01	0.0	0.1909802682064918
TP53	P19_0045_BTR_01	0.0	0.1082830729956037
TP53	P19_0046_BDO_01	0.0	0.8709244768660749
TP53	P19_0046_BTR_01	0.0	0.1485736758346416
TP53	P19_0047_BDO_01	0.0	0.4605572447972843
TP53	P19_0047_BTR_01	1.0	0.2044858741094042
TP53	P19_0048_BTR_01	0.0	0.9787236679342928
TP53	P19_0050_BDO_01	0.0	0.7081741498744308
TP53	P19_0050_BTR_01	0.0	0.9123486873254744
TP53	P19_0051_BDO_01	1.0	0.4133875947788732
TP53	P19_0051_BTR_01	1.0	0.4638545751171167
TP53	P19_0052_BDO_01	0.0	0.093278094524636
TP53	P19_0052_BTR_01	0.0	0.1505434355163684
TP53	P19_0053_BDO_01	0.0	0.6005845259504268
TP53	P19_0053_BTR_01	3.0	0.5095532722711161
TP53	SexF	16.0	14.347387922310514
TP53	SexM	27.0	28.695758741535418
TP53	all_samples	43.0	42.99999999999999
